seq,court,courtCode,title,rocYear,adYear,caseWord,caseNum,caseType,docType,rocDate,adDate,reason,size,judgmentId
447,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 109 年度 智訴 字第 2 號刑事裁定,109,2020,智訴,2,刑事,裁定,109.12.14,2020-12-14,違反營業秘密等,,"CTDM,109,智訴,2,20201214,2"
448,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 109 年度 智訴 字第 2 號刑事裁定,109,2020,智訴,2,刑事,裁定,109.10.14,2020-10-14,違反營業秘密等,,"CTDM,109,智訴,2,20201014,1"
449,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 107 年度 智訴 字第 3 號刑事判決,107,2018,智訴,3,刑事,判決,108.10.18,2019-10-18,違反營業秘密等,,"CTDM,107,智訴,3,20191018,1"
450,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 106 年度 智訴 字第 6 號刑事判決,106,2017,智訴,6,刑事,判決,107.09.21,2018-09-21,違反營業秘密等,,"CTDM,106,智訴,6,20180921,1"
451,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 104 年度 智訴 字第 13 號刑事判決,104,2015,智訴,13,刑事,判決,107.01.25,2018-01-25,違反營業秘密,,"CTDM,104,智訴,13,20180125,3"
452,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 104 年度 智訴 字第 13 號刑事裁定,104,2015,智訴,13,刑事,裁定,106.12.21,2017-12-21,違反營業秘密,,"CTDM,104,智訴,13,20171221,2"
453,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 105 年度 智訴 字第 3 號刑事判決,105,2016,智訴,3,刑事,判決,106.05.10,2017-05-10,違反營業秘密等,,"CTDM,105,智訴,3,20170510,1"
454,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 104 年度 智訴 字第 14 號刑事判決,104,2015,智訴,14,刑事,判決,105.07.19,2016-07-19,違反營業秘密等,,"CTDM,104,智訴,14,20160719,6"
455,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 104 年度 智訴 字第 14 號刑事裁定,104,2015,智訴,14,刑事,裁定,105.06.30,2016-06-30,違反營業秘密等,,"CTDM,104,智訴,14,20160630,5"
456,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 104 年度 智訴 字第 14 號刑事裁定,104,2015,智訴,14,刑事,裁定,105.04.07,2016-04-07,違反營業秘密等,,"CTDM,104,智訴,14,20160407,4"
457,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 104 年度 智訴 字第 14 號刑事裁定,104,2015,智訴,14,刑事,裁定,105.03.17,2016-03-17,違反營業秘密等,,"CTDM,104,智訴,14,20160317,3"
458,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 104 年度 智訴 字第 14 號刑事裁定,104,2015,智訴,14,刑事,裁定,105.02.02,2016-02-02,違反營業秘密等,,"CTDM,104,智訴,14,20160202,2"
459,臺灣橋頭地方法院,CTD,臺灣橋頭地方法院 104 年度 智訴 字第 14 號刑事裁定,104,2015,智訴,14,刑事,裁定,104.11.13,2015-11-13,違反營業秘密等,,"CTDM,104,智訴,14,20151113,1"
460,臺灣臺東地方法院,TTD,臺灣臺東地方法院 111 年度 智訴 字第 1 號刑事判決,111,2022,智訴,1,刑事,判決,114.09.26,2025-09-26,違反營業秘密法,,"TTDM,111,智訴,1,20250926,2"
461,臺灣臺東地方法院,TTD,臺灣臺東地方法院 111 年度 訴 字第 59 號刑事裁定,111,2022,訴,59,刑事,裁定,111.05.11,2022-05-11,違反營業秘密法,,"TTDM,111,訴,59,20220511,1"
462,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營訴 字第 19 號刑事裁定,114,2025,刑營訴,19,刑事,裁定,115.04.13,2026-04-13,違反營業秘密法等,,"IPCM,114,刑營訴,19,20260413,1"
463,智慧財產及商業法院,IPC,智慧財產及商業法院 115 年度 民聲 字第 9 號民事裁定,115,2026,民聲,9,民事,裁定,115.04.07,2026-04-07,變更營業秘密限制閱覽,,"IPCV,115,民聲,9,20260407,1"
464,智慧財產及商業法院,IPC,智慧財產及商業法院 115 年度 民聲 字第 3 號民事裁定,115,2026,民聲,3,民事,裁定,115.04.07,2026-04-07,撤銷營業秘密限制閱覽,,"IPCV,115,民聲,3,20260407,1"
465,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營訴 字第 5 號刑事裁定,114,2025,刑營訴,5,刑事,裁定,115.02.10,2026-02-10,違反營業秘密法等,,"IPCM,114,刑營訴,5,20260210,1"
466,智慧財產及商業法院,IPC,智慧財產及商業法院 115 年度 刑營聲 字第 3 號刑事裁定,115,2026,刑營聲,3,刑事,裁定,115.02.10,2026-02-10,營業秘密限制閱覽,,"IPCM,115,刑營聲,3,20260210,1"
467,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營訴 字第 8 號刑事裁定,114,2025,刑營訴,8,刑事,裁定,115.02.09,2026-02-09,違反營業秘密法等,,"IPCM,114,刑營訴,8,20260209,1"
468,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 21 號刑事裁定,113,2024,刑營訴,21,刑事,裁定,115.02.09,2026-02-09,違反營業秘密法等,,"IPCM,113,刑營訴,21,20260209,1"
469,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 3 號刑事裁定,113,2024,刑營訴,3,刑事,裁定,115.02.06,2026-02-06,違反營業秘密法等,,"IPCM,113,刑營訴,3,20260206,1"
470,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 22 號刑事裁定,113,2024,刑營訴,22,刑事,裁定,115.01.19,2026-01-19,違反營業秘密法等,,"IPCM,113,刑營訴,22,20260119,2"
471,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 16 號刑事裁定,113,2024,刑營訴,16,刑事,裁定,115.01.19,2026-01-19,違反營業秘密法等,,"IPCM,113,刑營訴,16,20260119,2"
472,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營訴 字第 11 號刑事判決,114,2025,刑營訴,11,刑事,判決,115.01.12,2026-01-12,違反營業秘密法等,,"IPCM,114,刑營訴,11,20260112,1"
473,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑智上重訴 字第 12 號刑事裁定,112,2023,刑智上重訴,12,刑事,裁定,115.01.09,2026-01-09,違反營業秘密法等,,"IPCM,112,刑智上重訴,12,20260109,2"
474,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營上 字第 1 號民事裁定,113,2024,民營上,1,民事,裁定,115.01.09,2026-01-09,營業秘密損害賠償等,,"IPCV,113,民營上,1,20260109,2"
475,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民營訴 字第 15 號民事裁定,114,2025,民營訴,15,民事,裁定,115.01.08,2026-01-08,營業秘密其他契約爭議事件,,"IPCV,114,民營訴,15,20260108,1"
476,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營抗 字第 11 號刑事裁定,114,2025,刑營抗,11,刑事,裁定,115.01.08,2026-01-08,營業秘密限制閱覽,,"IPCM,114,刑營抗,11,20260108,1"
477,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營訴 字第 20 號民事裁定,113,2024,民營訴,20,民事,裁定,115.01.07,2026-01-07,營業秘密損害賠償等（勞動）,,"IPCV,113,民營訴,20,20260107,2"
478,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民營上 字第 6 號民事裁定,114,2025,民營上,6,民事,裁定,115.01.06,2026-01-06,營業秘密損害賠償等,,"IPCV,114,民營上,6,20260106,1"
479,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民營上 字第 2 號民事裁定,114,2025,民營上,2,民事,裁定,115.01.06,2026-01-06,營業秘密損害賠償等（勞動）,,"IPCV,114,民營上,2,20260106,2"
480,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營上 字第 5 號民事裁定,113,2024,民營上,5,民事,裁定,115.01.06,2026-01-06,營業秘密損害賠償（勞動）,,"IPCV,113,民營上,5,20260106,2"
481,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營訴 字第 6 號民事裁定,112,2023,民營訴,6,民事,裁定,115.01.05,2026-01-05,營業秘密損害賠償（勞動）,,"IPCV,112,民營訴,6,20260105,2"
482,智慧財產及商業法院,IPC,智慧財產及商業法院 111 年度 刑智上重訴 字第 2 號刑事裁定,111,2022,刑智上重訴,2,刑事,裁定,115.01.05,2026-01-05,違反營業秘密法等,,"IPCM,111,刑智上重訴,2,20260105,5"
483,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智上重訴 字第 4 號刑事裁定,113,2024,刑智上重訴,4,刑事,裁定,115.01.05,2026-01-05,違反營業秘密法等,,"IPCM,113,刑智上重訴,4,20260105,2"
484,智慧財產及商業法院,IPC,智慧財產及商業法院 111 年度 民營訴 字第 10 號民事裁定,111,2022,民營訴,10,民事,裁定,115.01.02,2026-01-02,營業秘密損害賠償等（勞動）,,"IPCV,111,民營訴,10,20260102,3"
485,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 營附民 字第 8 號刑事裁定,114,2025,營附民,8,刑事,裁定,114.12.31,2025-12-31,違反營業秘密法附帶民訴,,"IPCM,114,營附民,8,20251231,1"
486,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 2 號刑事裁定,113,2024,刑營訴,2,刑事,裁定,114.12.31,2025-12-31,違反營業秘密法,,"IPCM,113,刑營訴,2,20251231,1"
487,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 4 號刑事判決,113,2024,刑營訴,4,刑事,判決,114.12.31,2025-12-31,違反營業秘密法等,,"IPCM,113,刑營訴,4,20251231,1"
488,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營訴 字第 17 號刑事判決,114,2025,刑營訴,17,刑事,判決,114.12.31,2025-12-31,違反營業秘密法等,,"IPCM,114,刑營訴,17,20251231,2"
489,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營聲 字第 1 號刑事裁定,114,2025,刑營聲,1,刑事,裁定,114.12.31,2025-12-31,營業秘密限制閱覽,,"IPCM,114,刑營聲,1,20251231,1"
490,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 12 號刑事裁定,113,2024,刑營訴,12,刑事,裁定,114.12.30,2025-12-30,違反營業秘密法等,,"IPCM,113,刑營訴,12,20251230,1"
491,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 12 號刑事判決,113,2024,刑營訴,12,刑事,判決,114.12.30,2025-12-30,違反營業秘密法等,,"IPCM,113,刑營訴,12,20251230,2"
492,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民營上 字第 1 號民事判決,114,2025,民營上,1,民事,判決,114.12.24,2025-12-24,營業秘密損害賠償等,,"IPCV,114,民營上,1,20251224,1"
493,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民聲上 字第 28 號民事裁定,114,2025,民聲上,28,民事,裁定,114.12.23,2025-12-23,營業秘密限制閱覽,,"IPCV,114,民聲上,28,20251223,1"
494,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民聲上 字第 12 號民事裁定,114,2025,民聲上,12,民事,裁定,114.12.19,2025-12-19,變更營業秘密限制閱覽,,"IPCV,114,民聲上,12,20251219,1"
495,智慧財產及商業法院,IPC,智慧財產及商業法院 111 年度 刑智上訴 字第 36 號刑事判決,111,2022,刑智上訴,36,刑事,判決,114.12.18,2025-12-18,違反營業秘密法等,,"IPCM,111,刑智上訴,36,20251218,1"
496,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營訴 字第 15 號民事判決,112,2023,民營訴,15,民事,判決,114.12.12,2025-12-12,營業秘密損害賠償等（勞動）,,"IPCV,112,民營訴,15,20251212,1"
497,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營上易 字第 1 號民事判決,113,2024,民營上易,1,民事,判決,114.12.11,2025-12-11,營業秘密損害賠償（勞動）,,"IPCV,113,民營上易,1,20251211,2"
498,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑智上重訴 字第 5 號刑事裁定,114,2025,刑智上重訴,5,刑事,裁定,114.12.08,2025-12-08,違反營業秘密法等,,"IPCM,114,刑智上重訴,5,20251208,1"
499,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營聲 字第 25 號刑事裁定,114,2025,刑營聲,25,刑事,裁定,114.11.27,2025-11-27,營業秘密限制閱覽,,"IPCM,114,刑營聲,25,20251127,1"
500,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營上 字第 8 號民事判決,113,2024,民營上,8,民事,判決,114.11.20,2025-11-20,營業秘密損害賠償等,,"IPCV,113,民營上,8,20251120,1"
501,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 7 號刑事判決,113,2024,刑營訴,7,刑事,判決,114.11.19,2025-11-19,違反營業秘密法,,"IPCM,113,刑營訴,7,20251119,2"
502,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民聲上 字第 21 號民事裁定,114,2025,民聲上,21,民事,裁定,114.11.17,2025-11-17,營業秘密限制閱覽,,"IPCV,114,民聲上,21,20251117,1"
503,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 營附民 字第 6 號刑事裁定,113,2024,營附民,6,刑事,裁定,114.11.13,2025-11-13,違反營業秘密法附帶民訴,,"IPCM,113,營附民,6,20251113,2"
504,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營訴 字第 17 號刑事裁定,114,2025,刑營訴,17,刑事,裁定,114.11.07,2025-11-07,違反營業秘密法等,,"IPCM,114,刑營訴,17,20251107,1"
505,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 營附民 字第 6 號刑事判決,113,2024,營附民,6,刑事,判決,114.11.07,2025-11-07,違反營業秘密法附帶民訴,,"IPCM,113,營附民,6,20251107,1"
506,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 8 號刑事判決,113,2024,刑營訴,8,刑事,判決,114.11.07,2025-11-07,違反營業秘密法等,,"IPCM,113,刑營訴,8,20251107,1"
507,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民聲 字第 52 號民事裁定,114,2025,民聲,52,民事,裁定,114.11.06,2025-11-06,營業秘密限制閱覽,,"IPCV,114,民聲,52,20251106,1"
508,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民聲上 字第 22 號民事裁定,114,2025,民聲上,22,民事,裁定,114.11.05,2025-11-05,營業秘密限制閱覽,,"IPCV,114,民聲上,22,20251105,1"
509,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營聲 字第 23 號刑事裁定,114,2025,刑營聲,23,刑事,裁定,114.10.31,2025-10-31,營業秘密限制閱覽,,"IPCM,114,刑營聲,23,20251031,1"
510,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑智聲 字第 15 號刑事裁定,114,2025,刑智聲,15,刑事,裁定,114.10.29,2025-10-29,營業秘密限制閱覽,,"IPCM,114,刑智聲,15,20251029,1"
511,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 1 號刑事判決,113,2024,刑營訴,1,刑事,判決,114.10.27,2025-10-27,違反營業秘密法等,,"IPCM,113,刑營訴,1,20251027,3"
512,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑智聲 字第 14 號刑事裁定,114,2025,刑智聲,14,刑事,裁定,114.10.27,2025-10-27,營業秘密限制閱覽,,"IPCM,114,刑智聲,14,20251027,1"
513,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民聲上 字第 15 號民事裁定,114,2025,民聲上,15,民事,裁定,114.10.21,2025-10-21,營業秘密限制閱覽,,"IPCV,114,民聲上,15,20251021,1"
514,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民聲上 字第 13 號民事裁定,114,2025,民聲上,13,民事,裁定,114.10.21,2025-10-21,營業秘密限制閱覽,,"IPCV,114,民聲上,13,20251021,1"
515,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營訴 字第 20 號刑事裁定,114,2025,刑營訴,20,刑事,裁定,114.10.16,2025-10-16,違反營業秘密法等,,"IPCM,114,刑營訴,20,20251016,1"
516,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營聲 字第 16 號刑事裁定,114,2025,刑營聲,16,刑事,裁定,114.10.03,2025-10-03,營業秘密限制閱覽,,"IPCM,114,刑營聲,16,20251003,1"
517,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營聲 字第 15 號刑事裁定,114,2025,刑營聲,15,刑事,裁定,114.10.03,2025-10-03,營業秘密限制閱覽,,"IPCM,114,刑營聲,15,20251003,1"
518,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營訴 字第 10 號刑事裁定,114,2025,刑營訴,10,刑事,裁定,114.09.30,2025-09-30,違反營業秘密法,,"IPCM,114,刑營訴,10,20250930,1"
519,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營訴 字第 10 號刑事判決,114,2025,刑營訴,10,刑事,判決,114.09.30,2025-09-30,違反營業秘密法,,"IPCM,114,刑營訴,10,20250930,2"
520,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營訴 字第 4 號民事判決,112,2023,民營訴,4,民事,判決,114.09.30,2025-09-30,營業秘密損害賠償等,,"IPCV,112,民營訴,4,20250930,2"
521,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑智聲 字第 18 號刑事裁定,114,2025,刑智聲,18,刑事,裁定,114.09.26,2025-09-26,營業秘密限制閱覽,,"IPCM,114,刑智聲,18,20250926,1"
522,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑智聲 字第 16 號刑事裁定,114,2025,刑智聲,16,刑事,裁定,114.09.26,2025-09-26,營業秘密限制閱覽,,"IPCM,114,刑智聲,16,20250926,1"
523,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營聲 字第 13 號刑事判決,114,2025,刑營聲,13,刑事,判決,114.09.26,2025-09-26,營業秘密限制閱覽,,"IPCM,114,刑營聲,13,20250926,1"
524,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營訴 字第 16 號刑事裁定,114,2025,刑營訴,16,刑事,裁定,114.09.24,2025-09-24,違反營業秘密法等,,"IPCM,114,刑營訴,16,20250924,1"
525,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營聲 字第 18 號刑事裁定,114,2025,刑營聲,18,刑事,裁定,114.09.23,2025-09-23,營業秘密限制閱覽,,"IPCM,114,刑營聲,18,20250923,1"
526,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營聲 字第 20 號刑事裁定,114,2025,刑營聲,20,刑事,裁定,114.09.19,2025-09-19,營業秘密限制閱覽,,"IPCM,114,刑營聲,20,20250919,1"
527,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營聲 字第 19 號刑事裁定,114,2025,刑營聲,19,刑事,裁定,114.08.27,2025-08-27,營業秘密限制閱覽,,"IPCM,114,刑營聲,19,20250827,1"
528,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民聲 字第 24 號民事裁定,114,2025,民聲,24,民事,裁定,114.08.25,2025-08-25,營業秘密限制閱覽,,"IPCV,114,民聲,24,20250825,1"
529,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民聲 字第 15 號民事裁定,114,2025,民聲,15,民事,裁定,114.08.25,2025-08-25,營業秘密限制閱覽,,"IPCV,114,民聲,15,20250825,1"
530,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 民聲 字第 42 號民事裁定,114,2025,民聲,42,民事,裁定,114.08.14,2025-08-14,營業秘密限制閱覽,,"IPCV,114,民聲,42,20250814,1"
531,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 12 號刑事裁定,113,2024,刑營訴,12,刑事,裁定,114.08.11,2025-08-11,違反營業秘密法等,,"IPCM,113,刑營訴,12,20250811,1"
532,智慧財產及商業法院,IPC,智慧財產及商業法院 114 年度 刑營聲 字第 10 號刑事裁定,114,2025,刑營聲,10,刑事,裁定,114.08.07,2025-08-07,營業秘密限制閱覽,,"IPCM,114,刑營聲,10,20250807,1"
